Unnamed: 0,ifile,normx,normy,normwidth,normheight,ilabel,num_labels,is_challenging
264,43,0.826739313369274,0.3574231177094379,0.0627167630057801,0.2399999999999999,"[0, 6, 23]",3,False
265,43,0.8629190751445079,0.4430758057499065,0.0858381502890184,0.3266569831658568,"[0, 5, 23]",3,False
266,43,0.8808092485549133,0.2080758057499064,0.0616184971098267,0.0961516114998131,"[2, 13, 6]",3,False
267,43,0.9472008728944344,0.22463129702674,0.0457138611475494,0.114921730300648,"[2, 6]",2,False
268,44,0.1665895953757225,0.2138483885001867,0.0708670520231213,0.13280859466567,"[2, 5, 13]",3,False
269,44,0.5361849710982657,0.4743537601662306,0.085433526011561,0.4087075203324613,"[0, 6, 23]",3,False
270,44,0.5826589595375717,0.2212418320801952,0.0323699421965317,0.1360450368716729,"[0, 6]",2,False
271,44,0.6275144508670522,0.2599999999999999,0.0550289017341041,0.1199999999999999,"[0, 6, 23]",3,False
272,44,0.7054046242774568,0.3260252685833022,0.0684971098265895,0.2607580574990657,"[0, 6, 23]",3,False
273,44,0.76150289017341,0.7150000000000002,0.1499421965317923,0.5699999999999998,"[0, 6, 23]",3,False
274,44,0.8323699421965313,0.3650038775695731,0.1024277456647397,0.306917424138026,"[1, 6, 23]",3,False
275,44,0.975,0.221277954416324,0.0499999999999999,0.1425559088326484,"[2, 13, 6, 23]",4,False
276,45,0.2283526011560692,0.4505198969172586,0.1167052023121387,0.2189602061654835,"[1, 13, 6, 44]",4,False
277,45,0.5221279367849904,0.4163674726674899,0.099631596113335,0.2809370940013987,"[2, 5, 13]",3,False
278,45,0.5357803468208098,0.2183565169637103,0.0315606936416186,0.074074074074074,"[0, 31, 4]",3,False
279,45,0.5908670520231216,0.4481876234152029,0.0631213872832366,0.3163752468304062,"[0, 5]",2,False
280,45,0.6152971522258336,0.2367257927931716,0.0248970250280994,0.1123980077644287,"[0, 6]",2,False
281,45,0.6487283236994225,0.3684112587457959,0.0905202312138721,0.2332849158292851,"[2, 5, 13, 42]",4,False
282,46,0.2882203389830507,0.4076924487131426,0.1466101694915256,0.3827769219654242,"[2, 5, 13, 23]",4,False
283,46,0.3808193612127784,0.1983021355575955,0.0228541725572428,0.1194704147579051,"[0, 6]",2,False
284,46,0.4382574113481824,0.332083970488179,0.0509428044222786,0.292576882290562,"[2, 36, 5, 13]",4,False
285,46,0.4738135593220339,0.3927333933534269,0.0666101694915254,0.3322738482013545,"[0, 5, 47, 9]",4,False
286,46,0.4884745762711858,0.2834735708372723,0.0399999999999999,0.118567400150327,"[0, 4]",2,False
287,47,0.0350819912071403,0.2131813361611873,0.0501639824142806,0.1463626723223751,"[0, 6]",2,False
288,47,0.103886228570166,0.1800000000000001,0.0277724571403323,0.12,"[0, 6]",2,False
289,47,0.1173385582361255,0.3003764581124072,0.065111015376458,0.1207529162248142,"[0, 6]",2,False
290,47,0.2100819912071397,0.2962089077412508,0.0613597450512548,0.163934252386002,[0],1,False
291,47,0.2653809318663837,0.2831813361611875,0.030761863732768,0.1663626723223752,"[0, 5]",2,False
292,47,0.2997830505478968,0.3242417815482504,0.0395661010957935,0.2284835630965005,"[0, 5]",2,False
293,47,0.3295661010957935,0.2910604453870625,0.0199999999999999,0.18,"[0, 5]",2,False
294,47,0.3553809318663832,0.3674231177094378,0.0599999999999999,0.2884835630965004,"[0, 5]",2,False
295,47,0.484484109888653,0.227953340402969,0.0289682197773061,0.1359066808059385,"[0, 6]",2,False
296,47,0.6460608043920116,0.2516648992576882,0.0529894065924353,0.1642417815482502,"[0, 6]",2,False
297,48,0.155,0.36,0.05,0.18,"[0, 6]",2,False
298,48,0.2278740157480318,0.4019829608481388,0.0957480314960627,0.2439659216962776,"[0, 6]",2,False
299,48,0.4317491563554554,0.4319707900253807,0.0767491563554554,0.2759610533671747,"[0, 6]",2,False
300,48,0.9436895388076496,0.3650121708227583,0.0926209223847034,0.2099756583544843,"[2, 13, 6]",3,False
301,49,0.0449999999999999,0.4980643953963843,0.0899999999999999,0.3761287907927685,"[0, 6]",2,False
302,49,0.099329647546648,0.3817416698720453,0.0786592950932964,0.1634833397440908,"[0, 4]",2,False
303,49,0.1344920525224601,0.74,0.0889841050449205,0.5199999999999999,"[0, 6]",2,False
304,49,0.2339322736696613,0.4326926299694678,0.0725639253628196,0.2794728601502509,"[0, 29, 6]",3,False
305,49,0.2862197650310986,0.4549999999999997,0.072439530062198,0.23,"[0, 19, 5]",3,False
306,49,0.3306841741534208,0.4431115743171745,0.0421561852107806,0.2586349714548376,"[0, 6]",2,False
307,49,0.3508742225293711,0.4499999999999998,0.0617484450587421,0.2399999999999999,"[0, 19, 5]",3,False
308,49,0.4325812024879061,0.4241931861891527,0.0548375950241879,0.2883863723783059,"[2, 13, 6]",3,False
309,49,0.4647546648237732,0.4075645877191163,0.0393918451969592,0.2831501346259124,"[0, 6]",2,False
310,49,0.6302695231513478,0.3070524187177101,0.037318590186593,0.1728319003560762,"[0, 29, 4]",3,False
311,49,0.6516931582584651,0.3585342613769672,0.0552868002764338,0.1605743187705394,"[2, 13]",2,False
312,49,0.7636489288182446,0.362824414931905,0.037318590186593,0.1250273321724807,"[0, 6]",2,False
313,49,0.9750000000000004,0.4217416698720451,0.0499999999999986,0.3434833397440907,"[0, 6]",2,False
314,50,0.055005081300813,0.1696712619300106,0.0191322021915871,0.0551431601272534,"[0, 6]",2,False
315,50,0.405679872525627,0.2343902439024386,0.0265766945033584,0.1339342523860018,"[0, 17, 6]",3,False
316,51,0.0288983050847457,0.3570248952910322,0.0577966101694915,0.2740497905820643,"[0, 6]",2,False
317,51,0.2017135591722532,0.384018671468274,0.0538610172487133,0.2508782257773613,"[0, 6]",2,False
318,51,0.3672033898305084,0.3890186714682741,0.0544067796610169,0.2780373429365483,"[0, 6]",2,False
319,51,0.7138983050847456,0.3557515559556896,0.051186440677966,0.2125466786706854,"[0, 6]",2,False
320,51,0.764322033898305,0.3735280072024111,0.0686440677966102,0.2670560144048227,"[0, 6]",2,False
321,51,0.9626131357055552,0.3427453321329309,0.0558576277177662,0.2355529024934432,"[0, 6]",2,False
322,52,0.0663559322033898,0.3557515559556893,0.1110169491525424,0.287577797784476,"[2, 6]",2,False
323,52,0.1600847457627118,0.373496888088621,0.0601694915254237,0.3050311191137902,"[0, 5]",2,False
324,52,0.1787288135593221,0.2592484440443106,0.0377966101694914,0.1165342310251695,"[0, 6]",2,False
325,52,0.248728813559322,0.3400311191137903,0.097457627118644,0.2800622382275805,"[2, 28, 6]",3,False
326,52,0.4023728813559323,0.203496888088621,0.0481355932203388,0.1200622382275805,"[2, 6]",2,False
327,52,0.7418644067796609,0.2044782166203467,0.0284745762711865,0.1180995811641288,"[0, 5, 42]",3,False
328,52,0.7880508474576271,0.1927453321329314,0.0327118644067794,0.1245715739617177,"[0, 6]",2,False
329,53,0.3891525423728814,0.3339564332406935,0.0847457627118646,0.3251555955689511,"[2, 6]",2,False
330,54,0.3990248848056948,0.3796628037562501,0.0861853628317313,0.2718975666582756,"[2, 13, 6, 23]",4,False
331,54,0.7961016949152537,0.572024895291032,0.1122033898305091,0.4040497905820646,"[0, 6, 23]",3,False
332,54,0.8080116208217261,0.4150417827298049,0.0329800661559889,0.0501392757660168,[43],1,False
333,54,0.8307111891750444,0.3071837162948949,0.1014223783500946,0.2687050597549565,"[0, 25, 6]",3,False
334,54,0.9540661995125348,0.340761374187558,0.0748595152429588,0.2079851439182915,"[0, 6]",2,False
335,55,0.0718476692855773,0.5303231299174069,0.1305419495644384,0.4206462598348138,"[2, 13, 6, 23]",4,False
336,55,0.1421186440677965,0.3628698085880924,0.1042372881355932,0.2857396171761853,"[2, 5, 23]",3,False
337,55,0.205,0.25,0.03,0.12,"[0, 5]",2,False
338,55,0.2200847457627118,0.4360124476455161,0.0801694915254237,0.3320248952910323,"[0, 6]",2,False
339,55,0.2340705361876988,0.2274655355249203,0.0233173714209968,0.073170731707317,"[0, 5]",2,False
340,55,0.2466949152542372,0.2978386894743023,0.0411864406779662,0.1334657689748307,"[0, 6]",2,False
341,55,0.2720338983050839,0.3122812377378087,0.0322033898305084,0.1695111926654552,"[0, 6]",2,False
342,55,0.2771179911187698,0.2560975609756096,0.0340792351537646,0.1304347826086955,"[0, 6]",2,False
343,55,0.3510169491525424,0.3245093357341371,0.0620338983050846,0.1890186714682741,"[0, 6, 23]",3,False
344,55,0.4349999999999997,0.2997720042417816,0.0299999999999999,0.159544008483563,"[0, 6, 23]",3,False
345,55,0.4785593220338985,0.3383384178137778,0.0571186440677966,0.2455347743462185,"[0, 8, 23]",3,False
346,55,0.6134745762711864,0.3850311191137903,0.07,0.26,"[0, 6, 23]",3,False
347,55,0.6315050397303136,0.2981658253349853,0.0362304184436786,0.1716434540389972,"[0, 6]",2,False
348,55,0.6992372881355934,0.3025857306207042,0.041864406779661,0.2002025803551985,"[0, 6, 23]",3,False
349,55,0.7941129112362946,0.2352610508615787,0.0287235661264905,0.1335283255459151,"[2, 5]",2,False
350,55,0.8443692333177283,0.3000346952777226,0.066704568330369,0.1850382714416551,"[0, 6, 23]",3,False
351,55,0.8884273979282584,0.2625018057677171,0.0383995931823578,0.13649645505746,"[0, 5, 38]",3,False
352,55,0.9749753283865524,0.3237806153269887,0.0479553707725462,0.1771963565324409,"[0, 5]",2,False
353,56,0.1710357634340856,0.3227414510265733,0.0620715268681709,0.2095740911030313,"[0, 6, 23]",3,False
354,56,0.1901528266929644,0.1951034886557112,0.0186757215619694,0.0978681524641522,"[0, 5]",2,False
355,56,0.2113667865965877,0.2765056993156177,0.0410357634340855,0.1510797904186493,"[0, 6, 23]",3,False
356,56,0.295551782858101,0.3279533404029694,0.0373854830792476,0.1959066808059385,"[0, 6, 23]",3,False
357,56,0.3242657284221031,0.388608286996738,0.0485314568442064,0.2772165739934763,"[0, 6, 23]",3,False
358,56,0.3336162988115449,0.2929712159412164,0.0390492359932087,0.1942306410442406,"[2, 6, 23]",3,False
359,56,0.6731185662313757,0.2662927448671332,0.0662371324627516,0.1525854897342669,"[2, 20, 6]",3,False
360,56,0.7648558353920382,0.1977414510265732,0.0446182415068063,0.1195740911030316,"[0, 6]",2,False
361,56,0.7952788135082193,0.3930741124247541,0.0979937922903447,0.2779429642003766,"[0, 6, 47]",3,False
362,56,0.914244524397725,0.2482497678737232,0.0369780975909004,0.1275916533024381,"[0, 6]",2,False
363,57,0.0660236102895612,0.193049395880903,0.0136644517951098,0.071142061281337,"[0, 6]",2,False
364,57,0.2763597450512549,0.3892417815482503,0.09,0.27,"[0, 6, 23]",3,False
365,57,0.2991836734693875,0.3314726567018646,0.0383673469387756,0.1877321049538599,"[0, 6, 23]",3,False
366,57,0.5047728838811598,0.3562944979628668,0.0348879605818799,0.1833039448579544,"[0, 6]",2,False
367,57,0.55678793256433,0.2133009186708447,0.0237476808905381,0.1082402545672334,"[0, 5]",2,False
368,57,0.5778522943177801,0.1993637327677624,0.0185343208731,0.0827147401908802,"[0, 5]",2,False
369,57,0.5821987896324723,0.3569039731881443,0.0381156619019004,0.2338079463762895,"[0, 5]",2,False
370,57,0.5942940305761754,0.1696712619300106,0.0179364395546128,0.0593849416755037,"[0, 6]",2,False
371,57,0.6172277038453049,0.4204941414714511,0.0523903494490958,0.2993020878477404,"[0, 5]",2,False
372,57,0.6229568051686785,0.1699164345403899,0.012563834726091,0.0557103064066852,"[0, 5]",2,False
373,57,0.6256841876363916,0.2261412095772889,0.0239152527394839,0.0965005302226935,"[0, 6]",2,False
374,57,0.6581409586815227,0.29,0.0362819173630458,0.1599999999999999,"[0, 5]",2,False
375,57,0.7060204081632652,0.6580990779848532,0.1120408163265307,0.516198155969707,"[0, 5, 28, 23]",4,False
376,57,0.7064144758263557,0.414011717057097,0.0974963395548663,0.2993020878477408,"[2, 5, 13]",3,False
377,57,0.7425541708777369,0.3107869287139598,0.0568457571397074,0.1646510439238703,"[0, 5]",2,False
378,57,0.7981715601802758,0.3133616118769883,0.0382644043831743,0.104984093319194,"[0, 5]",2,False
379,57,0.8597959183673474,0.4726693545893973,0.1395918367346934,0.3504953899242669,"[2, 5, 13]",3,False
380,58,0.2039988751406073,0.318168536322295,0.05,0.2283565459610027,"[0, 6]",2,False
381,58,0.244444495088793,0.269987829177241,0.0542311829971454,0.1999756583544833,"[0, 6]",2,False
382,58,0.312311586051744,0.3449756583544847,0.0578740157480315,0.2499513167089673,"[0, 6]",2,False
383,58,0.3617785950557108,0.2323212627669452,0.0288993829309812,0.1557845868152274,"[0, 5]",2,False
384,58,0.3997127496017756,0.2110352831940568,0.0309371013845008,0.1346425255338901,"[0, 20, 6]",3,False
385,58,0.4248442536691967,0.4199513167089681,0.0741879449086969,0.3,"[2, 6, 23, 44]",4,False
386,58,0.4368550032884556,0.1926648096564531,0.0246041763385948,0.1253481894150417,"[0, 6]",2,False
387,58,0.4618322258975562,0.2420705663881147,0.078107735608171,0.1455710306406679,"[1, 5]",2,False
388,58,0.4852349311358715,0.4814995357474463,0.0704698622717421,0.382999071494893,"[0, 6, 23]",3,False
389,58,0.513140958681522,0.24,0.0262819173630455,0.1399999999999999,"[0, 5]",2,False
390,58,0.5145937306561436,0.1476323119777158,0.0219867107706591,0.0445682451253481,"[0, 6]",2,False
391,58,0.5188703583426162,0.1937764333430762,0.0219867107706591,0.076173807704362,"[0, 6]",2,False
392,58,0.5491611294877745,0.3533565459610027,0.0583222589755494,0.2467130919220055,"[2, 6, 23]",3,False
393,58,0.553855714175178,0.1490250696378829,0.025127669452182,0.0603528319405756,"[2, 6]",2,False
394,58,0.7629358830146237,0.4769951316708969,0.1058717660292456,0.4339902633417934,"[0, 29, 6, 23]",4,False
395,58,0.9140607424072008,0.3719951316708967,0.1126209223846989,0.2600000000000002,"[0, 20, 6, 23]",4,False
396,59,0.490173861277582,0.1800459182366414,0.0339230805536808,0.0729131345389711,"[0, 4]",2,False
397,59,0.642806974671,0.4356259311211372,0.109401844683436,0.3474434802647465,"[2, 5, 13, 9]",4,False
398,60,0.0482875325368576,0.3490173469592803,0.0530183471753838,0.1315422908146081,"[0, 5]",2,False
399,60,0.083559763975516,0.5947624543861145,0.1044844275907642,0.4421023519247428,"[2, 5, 13]",3,False
400,60,0.1103091032608695,0.3674443266171792,0.0627775384411452,0.1601272534464474,"[0, 5]",2,False
401,60,0.1106080439201131,0.264050901378579,0.043047454931071,0.0933191940615058,"[0, 6]",2,False
402,60,0.1641184219247082,0.4973488865323435,0.0639733010781194,0.3732767762460235,"[0, 5]",2,False
403,60,0.1781686329091551,0.3663838812301166,0.0538093186638388,0.1792152704135736,"[0, 5]",2,False
404,60,0.2380236747297992,0.3677351895493509,0.0518579516212042,0.2312679771688526,"[0, 6]",2,False
405,60,0.3041302033355896,0.4940215068802663,0.1108955070314469,0.3901075344013321,"[2, 5, 13]",3,False
406,60,0.317844407309223,0.2922049668558195,0.0490013889692396,0.112980751302404,"[0, 6]",2,False
407,60,0.3566362064775538,0.1696712619300106,0.0101639824142806,0.0699893955461293,"[0, 6]",2,False
408,60,0.3622361394397064,0.1855779427359487,0.0536494395368896,0.0933191940615056,"[1, 5, 13, 6]",4,False
409,60,0.3983782594398019,0.1624883936861652,0.0115168484989167,0.0538532961931289,"[0, 6]",2,False
410,60,0.4041278015155407,0.1966491107323568,0.0241439687127589,0.0796702674547634,"[2, 5]",2,False
411,60,0.4086194417437939,0.5137836662174474,0.0664770197548205,0.3731925307129253,"[0, 5]",2,False
412,60,0.7158106021616057,0.5378828777363115,0.094256304683479,0.4332521902383939,"[0, 8, 23]",3,False
413,60,0.8957618637327682,0.172120890774125,0.0147830505478949,0.0548462354188759,"[0, 5]",2,False
414,60,0.940235932583172,0.2508345734432096,0.0564195398774032,0.1523523599938466,"[0, 6]",2,False
415,61,0.1894363925642215,0.3869642115662463,0.0588727851284432,0.2537857900318129,"[2, 6]",2,False
416,61,0.2913020833333332,0.3405064298823608,0.0626041666666667,0.1913203889269694,"[0, 6]",2,False
417,61,0.7120203932606008,0.3743160127253439,0.0472092134787996,0.2483202587683857,"[0, 5, 28]",3,False
418,62,0.0818322258975548,0.2927855153203343,0.0436644517951098,0.2055710306406686,"[0, 6]",2,False
419,62,0.7689261983519031,0.3360352831940574,0.0978523967038075,0.2920705663881149,"[0, 6]",2,False
420,62,0.9249999999999992,0.6311420612813365,0.1500000000000003,0.6092850510677803,"[0, 6]",2,False
421,62,0.9750000000000004,0.3429805266835873,0.0499999999999991,0.2300000000000001,"[0, 6]",2,False
422,63,0.5634371236614782,0.2497082560117099,0.0395500526663043,0.1186825659614334,"[2, 6, 23]",3,False
423,63,0.6165608351638638,0.2657494624114227,0.035449758243701,0.1283890950664477,"[0, 5, 23]",3,False
424,63,0.9011311265293516,0.4185065033794347,0.1369214204106897,0.2658595514239276,"[2, 6, 23]",3,False
425,64,0.0565241019879377,0.22593199311634,0.0299072452943526,0.0844359453784553,"[0, 6]",2,False
426,64,0.216731977951573,0.1972428419936373,0.012555507688229,0.0678685047720042,"[0, 5]",2,False
427,64,0.2490175691498762,0.1797454931071049,0.0101639824142806,0.0455991516436903,"[0, 5]",2,False
428,64,0.2666550680452456,0.1749734888653234,0.0095661010957935,0.0530222693531283,"[0, 5]",2,False
429,64,0.5874990198884842,0.4037073532775441,0.0830185925560133,0.2938120991634757,"[0, 6, 23]",3,False
430,64,0.6318154599645937,0.1795941441793644,0.0113039765619974,0.0641762304426589,"[0, 5]",2,False
431,64,0.683348745202905,0.2014652448324804,0.0183271519469913,0.0825201996245404,"[0, 6]",2,False
432,64,0.6915685191177312,0.3331202192753807,0.0337141621908952,0.1862404385507623,"[0, 6, 23]",3,False
433,64,0.7049020744962884,0.1728525980911983,0.0155449142806645,0.0593849416755037,"[0, 6]",2,False
434,64,0.7226303110548378,0.2010932209398582,0.0252606221096744,0.0794674761879662,"[0, 6]",2,False
435,64,0.7435608118255906,0.2226314522061484,0.0271216236511815,0.1252629044122968,"[0, 6]",2,False
436,64,0.7551241052492046,0.1850477200424178,0.0155449142806645,0.0752916224814422,"[0, 5]",2,False
437,64,0.8469544811703773,0.2363855051119615,0.0335729704247717,0.1299221163627229,"[0, 6, 40]",3,False
438,64,0.9419185356858162,0.2309633328685981,0.0430479584622343,0.1263298574141257,"[0, 6]",2,False
439,64,0.948495774117818,0.3581202192753812,0.0474254471398417,0.1962404385507622,"[0, 6]",2,False
440,64,0.98,0.394924712447688,0.0400000000000001,0.249849424895376,"[0, 5]",2,False
441,65,0.1120413715020609,0.3655710306406682,0.0862839771421596,0.2375836558096225,"[0, 6, 23]",3,False
442,65,0.4220671570334263,0.1441782729805014,0.0126174655679357,0.0483565459610027,"[2, 6]",2,False
443,65,0.607031098709253,0.1784132983460203,0.0153239884985307,0.0740443024458997,"[0, 5]",2,False
444,65,0.6339706241877275,0.1776930359772776,0.0170855680341322,0.0969303597727751,"[0, 5]",2,False
445,65,0.6795550080219424,0.1799999999999999,0.0191100160438841,0.0799999999999999,"[0, 5]",2,False
446,65,0.9799999999999998,0.3719799428831636,0.0399999999999997,0.2839598857663273,"[0, 5]",2,False
447,66,0.0963964530764684,0.4128870892468636,0.0826692376325168,0.3639260841171319,"[0, 5]",2,False
448,66,0.140191493901033,0.3767321587119082,0.0678181558955166,0.3309183075282895,"[0, 19, 5]",3,False
449,66,0.2197993734675866,0.4157435464206643,0.0972266767024388,0.3822592367504393,"[0, 5]",2,False
450,66,0.5477885375939837,0.3994512479588155,0.1804546565802496,0.2965591443911038,"[2, 31, 4]",3,False
451,66,0.8374694399878108,0.3281341709208309,0.1376967682779344,0.1342219150235119,"[2, 31, 4]",3,False
452,66,0.8958077089863014,0.4281865382700118,0.2044670038493222,0.2639134715130941,"[2, 31, 4]",3,False
453,67,0.5578628750540886,0.6032974898479032,0.0942574410513909,0.3564935959406339,"[0, 6, 23]",3,False
454,67,0.6854709316454577,0.1850477200424178,0.0101639824142807,0.0540827147401909,"[0, 6]",2,False
455,67,0.9563524716971984,0.2936111862977416,0.049563984712875,0.0881343556283569,"[0, 6]",2,False
456,68,0.7805672320268175,0.4067301282879366,0.0631589120633886,0.1752654605150869,"[0, 4]",2,False
457,68,0.9414947032962164,0.4044816146440254,0.1170105934075643,0.2833260878335322,"[2, 6, 47]",3,False
458,69,0.8417203363849124,0.3830200571168359,0.151293984711315,0.2914202357852075,"[2, 13, 6]",3,False
459,69,0.959973184579078,0.3646425255338904,0.079946369158156,0.169285051067781,"[0, 4]",2,False
460,70,0.1375301023933497,0.327956175262225,0.0773668701330656,0.255910858039911,"[2, 6]",2,False
461,70,0.52866445179511,0.3111239539548114,0.0629155765073007,0.2707511642481809,"[1, 6]",2,False
462,70,0.5740101990482825,0.4712163416898792,0.0287921212472916,0.0863509749303619,[43],1,False
463,70,0.6041184204641007,0.4399999999999996,0.0960565351888238,0.3923164317273298,"[0, 6]",2,False
464,70,0.6283445602307302,0.3710698209864985,0.1435553596360602,0.3384753944961751,"[2, 25, 13, 6]",4,False
465,70,0.7381151731501583,0.2968239548066305,0.0699484289372694,0.2350778074776992,"[0, 6]",2,False
466,71,0.7224561613815713,0.2692135468582506,0.0275336653086481,0.1374381547342289,"[0, 6]",2,False
467,71,0.7512422876241951,0.2932262166661877,0.0428927385136981,0.1480268290555068,"[2, 6]",2,False
468,71,0.8335714285714281,0.2837122878958059,0.064285714285715,0.1830708141326544,"[1, 6, 44]",3,False
469,71,0.9042210781780906,0.260265475867309,0.0319660069091266,0.1265616751873083,"[0, 29, 4]",3,False
470,72,0.3356986760595646,0.7099999999999992,0.0970482004754391,0.5799999999999993,"[0, 6]",2,False
471,72,0.4433703384588194,0.1661346765641569,0.0111957626369741,0.0374231177094379,"[0, 5]",2,False
472,72,0.6482655379725958,0.7086652605554109,0.1765310759451902,0.5826694788891785,"[0, 33, 5]",3,False
473,72,0.7850491912876073,0.2255365547540692,0.0682710331802501,0.1159849549373781,"[1, 5, 38]",3,False
474,72,0.8501407119315526,0.2924893541475699,0.029859648442611,0.1767403983720218,"[0, 5]",2,False
475,72,0.8741024876281371,0.2507953340402969,0.0454389802050192,0.1516436903499469,"[2, 6]",2,False
476,72,0.9362821447507962,0.2645811240721103,0.0346771164722517,0.1431601272534464,"[0, 6]",2,False
477,72,0.95482201698247,0.221303235195365,0.0250999126593083,0.1194295847524298,"[0, 6]",2,False
478,72,0.9843263426369688,0.2453022269353127,0.0313473147260613,0.1106044538706255,"[0, 5]",2,False
479,73,0.1413431406685235,0.4572887650882081,0.0952757466728566,0.1327762302692661,[43],1,False
480,73,0.1415860077320542,0.3992040400576855,0.0988488713593052,0.2758349889569066,"[0, 25, 6]",3,False
481,73,0.3068271363811728,0.3356597544619829,0.0336542727623458,0.1746064170019605,"[0, 6, 47]",3,False
482,73,0.375,0.375,0.05,0.19,"[0, 6]",2,False
483,73,0.4365704793407604,0.3141782729805017,0.0331409586815228,0.0883565459610023,"[0, 6]",2,False
484,73,0.4417333510362233,0.4674918787601686,0.0536195458384927,0.3111111111111095,"[0, 28, 6]",3,False
485,73,0.5999434716199322,0.3989652390018218,0.046786506558642,0.2101851851851848,"[0, 6]",2,False
486,74,0.2173734533183353,0.3337140204271124,0.0947469066366702,0.2474280408542248,"[2, 6]",2,False
487,74,0.7700337402060035,0.3759610533671745,0.0600674804120058,0.3119221067343486,"[0, 6]",2,False
488,75,0.0115704793407613,0.3632497678737234,0.0231409586815227,0.2064995357474462,"[0, 6, 23]",3,False
489,75,0.0606849538264404,0.2120890774125132,0.0603860131671968,0.0911983032873806,"[2, 13, 6]",3,False
490,75,0.0661527096346418,0.3829885349553889,0.0590174661434383,0.253232354984587,"[0, 6, 40, 23]",4,False
491,75,0.1457909211288524,0.4064576184412536,0.1003950974674475,0.2554537160138848,"[2, 6, 40, 23]",4,False
492,75,0.2577966861975645,0.3023298547856012,0.0355933723951288,0.1823755870085282,"[0, 6, 23]",3,False
493,75,0.3228647565087959,0.2833806063479466,0.0479668619756446,0.1489541802664384,"[0, 6, 23]",3,False
494,75,0.3562207799458738,0.3259525654937218,0.0658656536400571,0.2117470159665166,"[2, 6, 23]",3,False
495,75,0.4224972865445354,0.3577447149261911,0.057378916491445,0.1964157011350623,"[0, 6, 23]",3,False
496,75,0.6105933723951296,0.3042310751758956,0.0389493958322061,0.1750318815812419,"[0, 8, 23]",3,False
497,75,0.6528307213531808,0.3843511910407733,0.0656614427063612,0.2074934743402957,"[0, 6, 23]",3,False
498,75,0.7145661010957933,0.1974231177094379,0.0171745758218454,0.0799999999999999,"[0, 6]",2,False
499,75,0.7375689747963858,0.4294758184943068,0.042574114866684,0.2567637559737158,"[0, 6, 23]",3,False
500,75,0.7781425360109577,0.2046659597030753,0.0221216087840225,0.0827147401908801,"[0, 6]",2,False
501,75,0.8496936835994555,0.2314269105565028,0.0825777005142122,0.1380948690125561,"[1, 5, 13]",3,False
502,75,0.9122033138024348,0.3011433329202487,0.071390955723954,0.2100653048111996,"[2, 5]",2,False
503,75,0.976118674479026,0.2978972252363974,0.0385192663210978,0.1757944504727949,"[0, 6]",2,False
504,76,0.3212247868062921,0.3800000000000006,0.1024495736125838,0.2369671261930009,"[2, 13, 6]",3,False
505,76,0.407092584614704,0.425832449628844,0.0741851692294097,0.2716648992576881,"[0, 6]",2,False
506,76,0.7404789120887973,0.6041534898696446,0.3582047900229506,0.5491879075748485,"[1, 5, 13]",3,False
507,77,0.3391031780222689,0.2809066808059381,0.0481004219688935,0.1218133616118767,"[2, 31, 4]",3,False
508,77,0.5024735164810888,0.2806044538706256,0.1059309274478607,0.061208907741251,"[31, 1, 4, 47]",4,False
509,77,0.6748650417550359,0.2961346765641557,0.0697300835100747,0.2122693531283131,"[0, 5]",2,False
510,77,0.7136870336259785,0.3099999999999996,0.0845835591177845,0.1799999999999997,"[0, 6, 41]",3,False
511,77,0.7610608043920125,0.3237115588547188,0.0621216087840211,0.1674231177094378,"[0, 31, 4, 47]",4,False
512,77,0.8567936439554608,0.2634835630965005,0.0335872879109225,0.1869671261930011,"[0, 5]",2,False
513,77,0.9111427955991516,0.3116648992576883,0.0703279648285609,0.2569671261930011,"[0, 6]",2,False
514,77,0.9799999999999994,0.3661346765641569,0.0400000000000012,0.2477306468716861,"[0, 6, 47]",3,False
515,77,0.9803976394043832,0.320784729586426,0.0392047211912336,0.2470837751855777,"[0, 6]",2,False
516,78,0.0349760571314952,0.2990455991516437,0.0603860131671968,0.1039236479321314,"[2, 4, 13]",3,False
517,78,0.1036644517951098,0.2873212627669452,0.0399999999999999,0.1546425255338902,"[0, 6]",2,False
518,78,0.168103305585287,0.3589288482405827,0.0506415763260442,0.2306840121956432,"[0, 5]",2,False
519,78,0.2482994436646704,0.3990079057510465,0.1188362362873926,0.2899209424895366,"[2, 5, 23]",3,False
520,78,0.3628307213531805,0.4928972252363975,0.0656614427063609,0.3457944504727947,"[0, 5, 23]",3,False
521,78,0.3901361406224641,0.3607944504727948,0.0802722812449281,0.2815889009455902,"[2, 5, 13]",3,False
522,78,0.405363533934252,0.2481442205726404,0.025111015376458,0.0721102863202543,"[0, 5]",2,False
523,78,0.4544782997101771,0.3191050792720319,0.0493506141114503,0.2295684804266371,"[0, 5]",2,False
524,78,0.720102105466848,0.2717470159665167,0.0602042109336961,0.1634940319330339,"[0, 8, 23]",3,False
525,78,0.7982403912001544,0.3101655246590949,0.0587181313583615,0.1634792126566972,"[0, 6, 23]",3,False
526,78,0.910246367747255,0.2998921201066591,0.0804927354945093,0.1586906220035761,"[2, 6, 23]",3,False
527,79,0.2536510780757182,0.4383956396019071,0.0568613768304484,0.3306711297250316,"[0, 5, 28]",3,False
528,80,0.5716027055260681,0.4112436630553977,0.0443596589629985,0.2732280668515362,"[0, 5]",2,False
