iann,ilabel,ibox,normx,normy,normwidth,normheight,file,label,isyn
617,27,174,0.8808092485549133,0.2080758057499064,0.0616184971098267,0.0961516114998131,0jSQ8L9Wu45zxv3_YFU-TA_right_cropped,talking,20
619,4,175,0.9472008728944344,0.22463129702674,0.0457138611475494,0.114921730300648,0jSQ8L9Wu45zxv3_YFU-TA_right_cropped,couple/2people,4
620,30,175,0.9472008728944344,0.22463129702674,0.0457138611475494,0.114921730300648,0jSQ8L9Wu45zxv3_YFU-TA_right_cropped,walking,23
622,7,176,0.932966358854396,0.3900351603264643,0.1037798289694102,0.3228410887628298,mjZh9G994E3RR0yI7jL63Q_left_cropped,group,7
623,23,176,0.932966358854396,0.3900351603264643,0.1037798289694102,0.3228410887628298,mjZh9G994E3RR0yI7jL63Q_left_cropped,standing,17
624,35,176,0.932966358854396,0.3900351603264643,0.1037798289694102,0.3228410887628298,mjZh9G994E3RR0yI7jL63Q_left_cropped,crossing crosswalk,27
625,27,176,0.932966358854396,0.3900351603264643,0.1037798289694102,0.3228410887628298,mjZh9G994E3RR0yI7jL63Q_left_cropped,talking,20
627,0,177,0.7594019804183353,0.4096674445740953,0.0699009790832213,0.2499999999999997,6P5V74M3v5dKW6Nkcra3aw_left_cropped,alone,0
628,30,177,0.7594019804183353,0.4096674445740953,0.0699009790832213,0.2499999999999997,6P5V74M3v5dKW6Nkcra3aw_left_cropped,walking,23
629,39,177,0.7594019804183353,0.4096674445740953,0.0699009790832213,0.2499999999999997,6P5V74M3v5dKW6Nkcra3aw_left_cropped,mobility aids,31
631,7,178,0.6102679890166159,0.3407936134036704,0.1194434784391732,0.1819957968123241,5zZ81655cGa6mNDW192tFA_left_cropped,group,7
632,23,178,0.6102679890166159,0.3407936134036704,0.1194434784391732,0.1819957968123241,5zZ81655cGa6mNDW192tFA_left_cropped,standing,17
633,27,178,0.6102679890166159,0.3407936134036704,0.1194434784391732,0.1819957968123241,5zZ81655cGa6mNDW192tFA_left_cropped,talking,20
635,38,178,0.6102679890166159,0.3407936134036704,0.1194434784391732,0.1819957968123241,5zZ81655cGa6mNDW192tFA_left_cropped,kid,30
636,0,179,0.918843930635838,0.4111516114998131,0.0692485549132951,0.3064042973328348,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,alone,0
637,30,179,0.918843930635838,0.4111516114998131,0.0692485549132951,0.3064042973328348,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
639,4,180,0.3557683141689494,0.3674231177094376,0.0616425624135453,0.2596611283757943,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
640,23,180,0.3557683141689494,0.3674231177094376,0.0616425624135453,0.2596611283757943,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,standing,17
642,4,181,0.2725845318575469,0.3673710059700211,0.0798347820595723,0.215945691951502,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
643,30,181,0.2725845318575469,0.3673710059700211,0.0798347820595723,0.215945691951502,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
645,4,182,0.6108821846643556,0.3280758057499067,0.0459812954111731,0.2530612804986921,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
646,23,182,0.6108821846643556,0.3280758057499067,0.0459812954111731,0.2530612804986921,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,standing,17
647,27,182,0.6108821846643556,0.3280758057499067,0.0459812954111731,0.2530612804986921,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,talking,20
649,4,183,0.5389945168498947,0.3256526880404681,0.0759994056065682,0.2328214910790685,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
650,30,183,0.5389945168498947,0.3256526880404681,0.0759994056065682,0.2328214910790685,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
652,0,184,0.98,0.3101263429165108,0.0399999999999994,0.216656983165857,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,alone,0
653,30,184,0.98,0.3101263429165108,0.0399999999999994,0.216656983165857,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
655,4,185,0.7987861271676302,0.3882646340156948,0.0677456647398845,0.2802236353305932,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
656,30,185,0.7987861271676302,0.3882646340156948,0.0677456647398845,0.2802236353305932,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
658,4,186,0.6952747529203114,0.3355053716660436,0.0659252283839747,0.2397182636645491,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
659,30,186,0.6952747529203114,0.3355053716660436,0.0659252283839747,0.2397182636645491,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
661,7,187,0.8231213872832371,0.3066424579146425,0.0778034682080932,0.2255881388289113,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,group,7
662,30,187,0.8231213872832371,0.3066424579146425,0.0778034682080932,0.2255881388289113,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
664,4,188,0.1856421493902439,0.3499469777306468,0.0544071999823259,0.2375397667020148,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,couple/2people,4
665,30,188,0.1856421493902439,0.3499469777306468,0.0544071999823259,0.2375397667020148,0H4C8ZUtjRWD4XCgEIvoDA_right_cropped,walking,23
667,4,189,0.4653870076019351,0.3958324496288435,0.0707740152038705,0.231664899257688,0GObfmcOyFALHiZeoYMVoA_left_cropped,couple/2people,4
668,23,189,0.4653870076019351,0.3958324496288435,0.0707740152038705,0.231664899257688,0GObfmcOyFALHiZeoYMVoA_left_cropped,standing,17
670,4,190,0.578434692467173,0.426741669872045,0.07557014512785,0.2534833397440909,0GObfmcOyFALHiZeoYMVoA_left_cropped,couple/2people,4
671,23,190,0.578434692467173,0.426741669872045,0.07557014512785,0.2534833397440909,0GObfmcOyFALHiZeoYMVoA_left_cropped,standing,17
673,0,191,0.369837595024188,0.445,0.05,0.27,0GObfmcOyFALHiZeoYMVoA_left_cropped,alone,0
674,23,191,0.369837595024188,0.445,0.05,0.27,0GObfmcOyFALHiZeoYMVoA_left_cropped,standing,17
676,7,192,0.3290013821700077,0.3751280422503515,0.1965514858327574,0.3241894434770674,0GObfmcOyFALHiZeoYMVoA_left_cropped,group,7
677,23,192,0.3290013821700077,0.3751280422503515,0.1965514858327574,0.3241894434770674,0GObfmcOyFALHiZeoYMVoA_left_cropped,standing,17
680,0,193,0.9411990324809946,0.199193186189153,0.0176019350380091,0.0783863723783059,0GObfmcOyFALHiZeoYMVoA_left_cropped,alone,0
681,30,193,0.9411990324809946,0.199193186189153,0.0176019350380091,0.0783863723783059,0GObfmcOyFALHiZeoYMVoA_left_cropped,walking,23
683,4,194,0.4564823866648991,0.1855779427359491,0.0304919472428419,0.0657476139978791,0GObfmcOyFALHiZeoYMVoA_left_cropped,couple/2people,4
684,30,194,0.4564823866648991,0.1855779427359491,0.0304919472428419,0.0657476139978791,0GObfmcOyFALHiZeoYMVoA_left_cropped,walking,23
686,0,195,0.0222337644405027,0.4497544138075327,0.0444675288810054,0.2595088276150654,7myg7hoo6_F0tKDMSafd9Q_left_cropped,alone,0
687,30,195,0.0222337644405027,0.4497544138075327,0.0444675288810054,0.2595088276150654,7myg7hoo6_F0tKDMSafd9Q_left_cropped,walking,23
689,4,196,0.3235038899211273,0.4625834655857797,0.1100414768400883,0.3251669311715603,7myg7hoo6_F0tKDMSafd9Q_left_cropped,couple/2people,4
690,30,196,0.3235038899211273,0.4625834655857797,0.1100414768400883,0.3251669311715603,7myg7hoo6_F0tKDMSafd9Q_left_cropped,walking,23
691,27,196,0.3235038899211273,0.4625834655857797,0.1100414768400883,0.3251669311715603,7myg7hoo6_F0tKDMSafd9Q_left_cropped,talking,20
693,0,197,0.6117880159745325,0.6452455861924671,0.0671460373653455,0.3895088276150658,7myg7hoo6_F0tKDMSafd9Q_left_cropped,alone,0
694,23,197,0.6117880159745325,0.6452455861924671,0.0671460373653455,0.3895088276150658,7myg7hoo6_F0tKDMSafd9Q_left_cropped,standing,17
695,19,197,0.6117880159745325,0.6452455861924671,0.0671460373653455,0.3895088276150658,7myg7hoo6_F0tKDMSafd9Q_left_cropped,shopping,14
697,0,198,0.76150289017341,0.7150000000000002,0.1499421965317923,0.5699999999999998,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,alone,0
698,30,198,0.76150289017341,0.7150000000000002,0.1499421965317923,0.5699999999999998,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
699,35,198,0.76150289017341,0.7150000000000002,0.1499421965317923,0.5699999999999998,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,crossing crosswalk,27
701,0,199,0.5361849710982657,0.4743537601662306,0.085433526011561,0.4087075203324613,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,alone,0
702,30,199,0.5361849710982657,0.4743537601662306,0.085433526011561,0.4087075203324613,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
703,35,199,0.5361849710982657,0.4743537601662306,0.085433526011561,0.4087075203324613,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,crossing crosswalk,27
705,0,200,0.7054046242774568,0.3260252685833022,0.0684971098265895,0.2607580574990657,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,alone,0
706,30,200,0.7054046242774568,0.3260252685833022,0.0684971098265895,0.2607580574990657,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
707,35,200,0.7054046242774568,0.3260252685833022,0.0684971098265895,0.2607580574990657,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,crossing crosswalk,27
709,7,201,0.8323699421965313,0.3650038775695731,0.1024277456647397,0.306917424138026,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,group,7
710,30,201,0.8323699421965313,0.3650038775695731,0.1024277456647397,0.306917424138026,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
711,35,201,0.8323699421965313,0.3650038775695731,0.1024277456647397,0.306917424138026,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,crossing crosswalk,27
713,0,202,0.6275144508670522,0.2599999999999999,0.0550289017341041,0.1199999999999999,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,alone,0
714,30,202,0.6275144508670522,0.2599999999999999,0.0550289017341041,0.1199999999999999,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
715,35,202,0.6275144508670522,0.2599999999999999,0.0550289017341041,0.1199999999999999,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,crossing crosswalk,27
717,4,203,0.1665895953757225,0.2138483885001867,0.0708670520231213,0.13280859466567,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,couple/2people,4
718,23,203,0.1665895953757225,0.2138483885001867,0.0708670520231213,0.13280859466567,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,standing,17
719,27,203,0.1665895953757225,0.2138483885001867,0.0708670520231213,0.13280859466567,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,talking,20
721,4,204,0.975,0.221277954416324,0.0499999999999999,0.1425559088326484,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,couple/2people,4
722,30,204,0.975,0.221277954416324,0.0499999999999999,0.1425559088326484,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
723,35,204,0.975,0.221277954416324,0.0499999999999999,0.1425559088326484,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,crossing crosswalk,27
724,27,204,0.975,0.221277954416324,0.0499999999999999,0.1425559088326484,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,talking,20
726,0,205,0.5826589595375717,0.2212418320801952,0.0323699421965317,0.1360450368716729,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,alone,0
727,30,205,0.5826589595375717,0.2212418320801952,0.0323699421965317,0.1360450368716729,Mn9NtYIW6iqXPDOVjBREHw_right_cropped,walking,23
729,0,206,0.7114350439845931,0.5316040049239966,0.0276420752928881,0.2180340859544279,708E0QK-YVKfRx-A9dujSg_left_cropped,alone,0
730,30,206,0.7114350439845931,0.5316040049239966,0.0276420752928881,0.2180340859544279,708E0QK-YVKfRx-A9dujSg_left_cropped,walking,23
732,0,207,0.8211957626369744,0.3897720042417815,0.042391525273948,0.2395440084835632,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,alone,0
733,23,207,0.8211957626369744,0.3897720042417815,0.042391525273948,0.2395440084835632,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,standing,17
734,12,207,0.8211957626369744,0.3897720042417815,0.042391525273948,0.2395440084835632,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,phone interaction,10
736,0,208,0.8600378148723976,0.3050853835739995,0.0425945371809944,0.1700387553642521,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,alone,0
737,30,208,0.8600378148723976,0.3050853835739995,0.0425945371809944,0.1700387553642521,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,walking,23
739,37,208,0.8600378148723976,0.3050853835739995,0.0425945371809944,0.1700387553642521,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,elderly,29
740,7,209,0.105124067863957,0.4139251865327397,0.1206262844518923,0.3042320303852869,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,group,7
741,23,209,0.105124067863957,0.4139251865327397,0.1206262844518923,0.3042320303852869,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,standing,17
743,4,210,0.919853326002272,0.3479533404029691,0.0597066520045461,0.1959066808059385,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,couple/2people,4
744,30,210,0.919853326002272,0.3479533404029691,0.0597066520045461,0.1959066808059385,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,walking,23
746,38,210,0.919853326002272,0.3479533404029691,0.0597066520045461,0.1959066808059385,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,kid,30
747,0,211,0.5767378456294409,0.3190348233703476,0.0365794701826448,0.1669671261930009,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,alone,0
748,30,211,0.5767378456294409,0.3190348233703476,0.0365794701826448,0.1669671261930009,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,walking,23
750,0,212,0.7061774625109578,0.2900952687574099,0.0385343208730997,0.171208907741251,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,alone,0
751,23,212,0.7061774625109578,0.2900952687574099,0.0385343208730997,0.171208907741251,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,standing,17
753,0,213,0.4173468133555801,0.3037231039363195,0.03469362671116,0.1474462078726391,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,alone,0
754,30,213,0.4173468133555801,0.3037231039363195,0.03469362671116,0.1474462078726391,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,walking,23
756,0,214,0.2140415120183811,0.3944856839872745,0.0382644043831743,0.1463414634146343,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,alone,0
757,23,214,0.2140415120183811,0.3944856839872745,0.0382644043831743,0.1463414634146343,oRm7JWrrMxaYIzrC8FoeAg_right_cropped,standing,17
759,4,215,0.4436878274244645,0.3018713450292398,0.0531322337962964,0.211111111111111,-Mn_cIa5HO722DNEcNDiIg_right_cropped,couple/2people,4
760,30,215,0.4436878274244645,0.3018713450292398,0.0531322337962964,0.211111111111111,-Mn_cIa5HO722DNEcNDiIg_right_cropped,walking,23
763,0,216,0.98,0.37,0.0399999999999999,0.3,-Mn_cIa5HO722DNEcNDiIg_right_cropped,alone,0
764,30,216,0.98,0.37,0.0399999999999999,0.3,-Mn_cIa5HO722DNEcNDiIg_right_cropped,walking,23
765,32,216,0.98,0.37,0.0399999999999999,0.3,-Mn_cIa5HO722DNEcNDiIg_right_cropped,with coffee or drinks,25
767,0,217,0.7370848245106404,0.3375243664717349,0.0687121431327144,0.2392592592592592,-Mn_cIa5HO722DNEcNDiIg_right_cropped,alone,0
768,23,217,0.7370848245106404,0.3375243664717349,0.0687121431327144,0.2392592592592592,-Mn_cIa5HO722DNEcNDiIg_right_cropped,standing,17
769,12,217,0.7370848245106404,0.3375243664717349,0.0687121431327144,0.2392592592592592,-Mn_cIa5HO722DNEcNDiIg_right_cropped,phone interaction,10
771,0,218,0.6706358570398798,0.2531578947368419,0.0236542727623454,0.1399999999999999,-Mn_cIa5HO722DNEcNDiIg_right_cropped,alone,0
772,23,218,0.6706358570398798,0.2531578947368419,0.0236542727623454,0.1399999999999999,-Mn_cIa5HO722DNEcNDiIg_right_cropped,standing,17
774,4,219,0.7440916127573104,0.3511155042023502,0.0482324975699395,0.2417187084083939,0kB9lkZ6WJO2EUj5bZJ9Zw_right_cropped,couple/2people,4
775,30,219,0.7440916127573104,0.3511155042023502,0.0482324975699395,0.2417187084083939,0kB9lkZ6WJO2EUj5bZJ9Zw_right_cropped,walking,23
776,35,219,0.7440916127573104,0.3511155042023502,0.0482324975699395,0.2417187084083939,0kB9lkZ6WJO2EUj5bZJ9Zw_right_cropped,crossing crosswalk,27
778,7,220,0.9587796015559592,0.3712033660271326,0.0824407968880801,0.3044343075556814,0kB9lkZ6WJO2EUj5bZJ9Zw_right_cropped,group,7
779,30,220,0.9587796015559592,0.3712033660271326,0.0824407968880801,0.3044343075556814,0kB9lkZ6WJO2EUj5bZJ9Zw_right_cropped,walking,23
780,35,220,0.9587796015559592,0.3712033660271326,0.0824407968880801,0.3044343075556814,0kB9lkZ6WJO2EUj5bZJ9Zw_right_cropped,crossing crosswalk,27
782,0,221,0.9677662355594971,0.5489620115062773,0.0644675288810056,0.3115848046025109,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
783,23,221,0.9677662355594971,0.5489620115062773,0.0644675288810056,0.3115848046025109,2UIeGMp07jKrDE9_qFCkpA_right_cropped,standing,17
784,45,221,0.9677662355594971,0.5489620115062773,0.0644675288810056,0.3115848046025109,2UIeGMp07jKrDE9_qFCkpA_right_cropped,public service/cleaning,37
786,0,222,0.0113087327839678,0.3024280408542245,0.0226174655679356,0.1448560817084493,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
787,23,222,0.0113087327839678,0.3024280408542245,0.0226174655679356,0.1448560817084493,2UIeGMp07jKrDE9_qFCkpA_right_cropped,standing,17
789,0,223,0.5426174655679357,0.3755710306406686,0.06,0.2,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
790,30,223,0.5426174655679357,0.3755710306406686,0.06,0.2,2UIeGMp07jKrDE9_qFCkpA_right_cropped,walking,23
792,0,224,0.7001667580935625,0.5583945132535982,0.0832952864498961,0.273338886640654,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
793,23,224,0.7001667580935625,0.5583945132535982,0.0832952864498961,0.273338886640654,2UIeGMp07jKrDE9_qFCkpA_right_cropped,standing,17
794,45,224,0.7001667580935625,0.5583945132535982,0.0832952864498961,0.273338886640654,2UIeGMp07jKrDE9_qFCkpA_right_cropped,public service/cleaning,37
796,4,225,0.7108077875453074,0.2837164253138098,0.0359116675098319,0.1474328506276199,2UIeGMp07jKrDE9_qFCkpA_right_cropped,couple/2people,4
797,23,225,0.7108077875453074,0.2837164253138098,0.0359116675098319,0.1474328506276199,2UIeGMp07jKrDE9_qFCkpA_right_cropped,standing,17
798,27,225,0.7108077875453074,0.2837164253138098,0.0359116675098319,0.1474328506276199,2UIeGMp07jKrDE9_qFCkpA_right_cropped,talking,20
800,0,226,0.5172857044227648,0.3273772069037662,0.0420623279787143,0.1442632414225982,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
801,30,226,0.5172857044227648,0.3273772069037662,0.0420623279787143,0.1442632414225982,2UIeGMp07jKrDE9_qFCkpA_right_cropped,walking,23
803,0,227,0.9743320044408468,0.3613658378286216,0.0513359911183056,0.1753036348030183,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
804,23,227,0.9743320044408468,0.3613658378286216,0.0513359911183056,0.1753036348030183,2UIeGMp07jKrDE9_qFCkpA_right_cropped,standing,17
806,7,228,0.7388493395311143,0.2180189942468613,0.025189598195419,0.104564471338919,2UIeGMp07jKrDE9_qFCkpA_right_cropped,group,7
807,23,228,0.7388493395311143,0.2180189942468613,0.025189598195419,0.104564471338919,2UIeGMp07jKrDE9_qFCkpA_right_cropped,standing,17
809,0,229,0.7063967777925059,0.1811333276224854,0.0213777267350228,0.0592628476847927,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
810,30,229,0.7063967777925059,0.1811333276224854,0.0213777267350228,0.0592628476847927,2UIeGMp07jKrDE9_qFCkpA_right_cropped,walking,23
812,0,230,0.7282194459172853,0.174443266171792,0.0119576263697416,0.0477200424178155,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
813,30,230,0.7282194459172853,0.174443266171792,0.0119576263697416,0.0477200424178155,2UIeGMp07jKrDE9_qFCkpA_right_cropped,walking,23
815,0,231,0.6953359734004948,0.1468716861081654,0.0119576263697419,0.0371155885471898,2UIeGMp07jKrDE9_qFCkpA_right_cropped,alone,0
816,30,231,0.6953359734004948,0.1468716861081654,0.0119576263697419,0.0371155885471898,2UIeGMp07jKrDE9_qFCkpA_right_cropped,walking,23
818,4,232,0.438038557089041,0.3912620169733008,0.0813648932786745,0.2565515901519032,70765fBtm_YumOzn0q4btw_left_cropped,couple/2people,4
819,23,232,0.438038557089041,0.3912620169733008,0.0813648932786745,0.2565515901519032,70765fBtm_YumOzn0q4btw_left_cropped,standing,17
820,27,232,0.438038557089041,0.3912620169733008,0.0813648932786745,0.2565515901519032,70765fBtm_YumOzn0q4btw_left_cropped,talking,20
822,0,233,0.2467607261377998,0.323906447534766,0.0735214522756005,0.3050568900126422,db8EAV3ZTjOoZOKWJ839yw_right_cropped,alone,0
823,23,233,0.2467607261377998,0.323906447534766,0.0735214522756005,0.3050568900126422,db8EAV3ZTjOoZOKWJ839yw_right_cropped,standing,17
825,33,233,0.2467607261377998,0.323906447534766,0.0735214522756005,0.3050568900126422,db8EAV3ZTjOoZOKWJ839yw_right_cropped,with luggage,45
826,0,234,0.6785426543404972,0.3387926675094813,0.0671065107458916,0.2575853350189632,db8EAV3ZTjOoZOKWJ839yw_right_cropped,alone,0
827,30,234,0.6785426543404972,0.3387926675094813,0.0671065107458916,0.2575853350189632,db8EAV3ZTjOoZOKWJ839yw_right_cropped,walking,23
829,0,235,0.9139096410134848,0.4187926675094814,0.0878192820269708,0.3175853350189632,db8EAV3ZTjOoZOKWJ839yw_right_cropped,alone,0
830,30,235,0.9139096410134848,0.4187926675094814,0.0878192820269708,0.3175853350189632,db8EAV3ZTjOoZOKWJ839yw_right_cropped,walking,23
832,4,236,0.2939626461757263,0.277357774968394,0.1062877291403285,0.245284450063211,db8EAV3ZTjOoZOKWJ839yw_right_cropped,couple/2people,4
833,23,236,0.2939626461757263,0.277357774968394,0.1062877291403285,0.245284450063211,db8EAV3ZTjOoZOKWJ839yw_right_cropped,standing,17
834,27,236,0.2939626461757263,0.277357774968394,0.1062877291403285,0.245284450063211,db8EAV3ZTjOoZOKWJ839yw_right_cropped,talking,20
836,4,237,0.7635002502107036,0.394077117572693,0.1212983301727776,0.3681542351453852,db8EAV3ZTjOoZOKWJ839yw_right_cropped,couple/2people,4
837,30,237,0.7635002502107036,0.394077117572693,0.1212983301727776,0.3681542351453852,db8EAV3ZTjOoZOKWJ839yw_right_cropped,walking,23
839,38,237,0.7635002502107036,0.394077117572693,0.1212983301727776,0.3681542351453852,db8EAV3ZTjOoZOKWJ839yw_right_cropped,kid,30
840,0,238,0.3492766276864729,0.2619532237673828,0.0385532553729455,0.2239064475347659,db8EAV3ZTjOoZOKWJ839yw_right_cropped,alone,0
841,23,238,0.3492766276864729,0.2619532237673828,0.0385532553729455,0.2239064475347659,db8EAV3ZTjOoZOKWJ839yw_right_cropped,standing,17
843,0,239,0.854735279093893,0.757708111012953,0.1339424127403772,0.4835022894296821,6qsNKlv8n-NGuyYzI0M-5A_right_cropped,alone,0
844,30,239,0.854735279093893,0.757708111012953,0.1339424127403772,0.4835022894296821,6qsNKlv8n-NGuyYzI0M-5A_right_cropped,walking,23
845,35,239,0.854735279093893,0.757708111012953,0.1339424127403772,0.4835022894296821,6qsNKlv8n-NGuyYzI0M-5A_right_cropped,crossing crosswalk,27
846,15,239,0.854735279093893,0.757708111012953,0.1339424127403772,0.4835022894296821,6qsNKlv8n-NGuyYzI0M-5A_right_cropped,pushing stroller or shopping cart,12
848,38,239,0.854735279093893,0.757708111012953,0.1339424127403772,0.4835022894296821,6qsNKlv8n-NGuyYzI0M-5A_right_cropped,kid,30
849,0,240,0.1716223631100695,0.4739852081617529,0.0527103299596365,0.157523297221701,6akoagND6j5kWXWkspEeMg_right_cropped,alone,0
850,10,240,0.1716223631100695,0.4739852081617529,0.0527103299596365,0.157523297221701,6akoagND6j5kWXWkspEeMg_right_cropped,on wheelchair,8
851,39,240,0.1716223631100695,0.4739852081617529,0.0527103299596365,0.157523297221701,6akoagND6j5kWXWkspEeMg_right_cropped,mobility aids,31
853,0,241,0.9764136282127917,0.5154737838908768,0.0471727435744167,0.2703158559272515,7jNcFc30HLtiMBYXaMEjWw_right_cropped,alone,0
854,30,241,0.9764136282127917,0.5154737838908768,0.0471727435744167,0.2703158559272515,7jNcFc30HLtiMBYXaMEjWw_right_cropped,walking,23
856,0,242,0.4142647937836223,0.3994562012666475,0.0165750149432156,0.1051579279636258,7jNcFc30HLtiMBYXaMEjWw_right_cropped,alone,0
857,30,242,0.4142647937836223,0.3994562012666475,0.0165750149432156,0.1051579279636258,7jNcFc30HLtiMBYXaMEjWw_right_cropped,walking,23
859,4,243,0.2224955170352654,0.4289824173757691,0.079013747758518,0.1867372075998845,7jNcFc30HLtiMBYXaMEjWw_right_cropped,couple/2people,4
860,20,243,0.2224955170352654,0.4289824173757691,0.079013747758518,0.1867372075998845,7jNcFc30HLtiMBYXaMEjWw_right_cropped,sitting,15
861,23,243,0.2224955170352654,0.4289824173757691,0.079013747758518,0.1867372075998845,7jNcFc30HLtiMBYXaMEjWw_right_cropped,standing,17
862,27,243,0.2224955170352654,0.4289824173757691,0.079013747758518,0.1867372075998845,7jNcFc30HLtiMBYXaMEjWw_right_cropped,talking,20
864,0,244,0.4882883472516787,0.3892417815482507,0.0765766945033582,0.2384835630965009,E1EbKWmA6F7z9hrR5xGLig_right_cropped,alone,0
865,30,244,0.4882883472516787,0.3892417815482507,0.0765766945033582,0.2384835630965009,E1EbKWmA6F7z9hrR5xGLig_right_cropped,walking,23
867,0,245,0.6302321554565835,0.5374231177094376,0.056276366004471,0.3748462354188756,E1EbKWmA6F7z9hrR5xGLig_right_cropped,alone,0
868,23,245,0.6302321554565835,0.5374231177094376,0.056276366004471,0.3748462354188756,E1EbKWmA6F7z9hrR5xGLig_right_cropped,standing,17
869,28,245,0.6302321554565835,0.5374231177094376,0.056276366004471,0.3748462354188756,E1EbKWmA6F7z9hrR5xGLig_right_cropped,talking on phone,21
871,0,246,0.9182353802138564,0.3551290996257424,0.0764707604277119,0.2391161379701478,E1EbKWmA6F7z9hrR5xGLig_right_cropped,alone,0
872,30,246,0.9182353802138564,0.3551290996257424,0.0764707604277119,0.2391161379701478,E1EbKWmA6F7z9hrR5xGLig_right_cropped,walking,23
873,15,246,0.9182353802138564,0.3551290996257424,0.0764707604277119,0.2391161379701478,E1EbKWmA6F7z9hrR5xGLig_right_cropped,pushing stroller or shopping cart,12
875,34,246,0.9182353802138564,0.3551290996257424,0.0764707604277119,0.2391161379701478,E1EbKWmA6F7z9hrR5xGLig_right_cropped,baby/infant,26
876,0,247,0.1909788131848709,0.7953022269353128,0.13,0.4,BRfhAWEVDBASs9bubc9Y0A_left_cropped,alone,0
877,23,247,0.1909788131848709,0.7953022269353128,0.13,0.4,BRfhAWEVDBASs9bubc9Y0A_left_cropped,standing,17
